country,iso2c,iso3c.x,year,rd_expenditure_pct,region_category,oil_rents_pct,iso3c.y,patents_resident
Saudi Arabia,SA,SAU,2013,0.80736,2. Rentier States (Gulf),44.4564985480281,SAU,491
Saudi Arabia,SA,SAU,2012,0.8699,2. Rentier States (Gulf),47.4093852263553,NA,NA
Saudi Arabia,SA,SAU,2011,0.89068,2. Rentier States (Gulf),49.1612188808623,SAU,347
Saudi Arabia,SA,SAU,2010,0.884,2. Rentier States (Gulf),37.9011314342465,SAU,288
Saudi Arabia,SA,SAU,2009,0.07338,2. Rentier States (Gulf),34.6315417084598,NA,NA
Saudi Arabia,SA,SAU,2008,0.04902,2. Rentier States (Gulf),54.085800995618,NA,NA
Saudi Arabia,SA,SAU,2007,0.04521,2. Rentier States (Gulf),47.4394429695294,SAU,128
Saudi Arabia,SA,SAU,2006,0.04245,2. Rentier States (Gulf),49.6700972841917,SAU,119
Saudi Arabia,SA,SAU,2005,0.0423,2. Rentier States (Gulf),48.8606315090549,SAU,119
Saudi Arabia,SA,SAU,2004,0.05315,2. Rentier States (Gulf),42.6409301097693,SAU,81
Saudi Arabia,SA,SAU,2003,0.062330000000000003,2. Rentier States (Gulf),37.0345220176731,SAU,56
Spain,ES,ESP,2021,1.41122,1. The West (OECD),1.5149355829105e-4,ESP,1308
Spain,ES,ESP,2020,1.4091,1. The West (OECD),2.957349879874e-4,ESP,1431
Spain,ES,ESP,2019,1.25025,1. The West (OECD),7.4400051015942e-4,ESP,1288
Spain,ES,ESP,2018,1.24151,1. The West (OECD),0.00176491249464509,ESP,1525
Spain,ES,ESP,2017,1.20977,1. The West (OECD),0.00163989363655383,ESP,2167
Spain,ES,ESP,2016,1.18986,1. The West (OECD),0.00132927314332369,ESP,2745
Spain,ES,ESP,2015,1.22179,1. The West (OECD),0.00293077580087329,ESP,2799
Spain,ES,ESP,2014,1.24159,1. The West (OECD),0.00790863464865165,ESP,2953
Spain,ES,ESP,2013,1.27482,1. The West (OECD),0.010347316151723,ESP,3026
Spain,ES,ESP,2012,1.29876,1. The West (OECD),0.00442660598571279,ESP,3266
Spain,ES,ESP,2011,1.33341,1. The West (OECD),0.00288179859277689,ESP,3430
Spain,ES,ESP,2010,1.35996,1. The West (OECD),0.00221763143856513,ESP,3566
Spain,ES,ESP,2009,1.36364,1. The West (OECD),0.00165951114306765,ESP,3596
Spain,ES,ESP,2008,1.325,1. The West (OECD),0.00337447126882851,ESP,3632
Spain,ES,ESP,2007,1.24053,1. The West (OECD),0.00284664503508467,ESP,3267
Spain,ES,ESP,2006,1.17702,1. The West (OECD),0.00291549084293319,ESP,3111
Spain,ES,ESP,2005,1.09956,1. The West (OECD),0.00327446558405552,ESP,3040
Spain,ES,ESP,2004,1.04089,1. The West (OECD),0.00366544467175599,ESP,2871
Spain,ES,ESP,2003,1.02373,1. The West (OECD),0.0040117888311546,ESP,2813
Spain,ES,ESP,2002,0.95971,1. The West (OECD),0.00442561378158089,ESP,2763
Spain,ES,ESP,2001,0.88833,1. The West (OECD),0.00613482338950114,ESP,2528
Spain,ES,ESP,2000,0.88276,1. The West (OECD),0.00483506048624317,ESP,2710
Sudan,SD,SDN,2005,0.225,4. Fragile States,12.4599426156015,SDN,6
Sudan,SD,SDN,2004,0.23825,4. Fragile States,10.1194980180566,SDN,4
Sudan,SD,SDN,2003,0.2808,4. Fragile States,6.97515874031986,SDN,6
Sudan,SD,SDN,2002,0.32247,4. Fragile States,7.14772574801421,SDN,2
Sudan,SD,SDN,2001,0.37483,4. Fragile States,6.84045041990384,SDN,1
Sudan,SD,SDN,2000,0.47277,4. Fragile States,10.6869859368028,SDN,6
Sweden,SE,SWE,2021,3.40216,1. The West (OECD),0.0272391808431431,SWE,1771
Sweden,SE,SWE,2020,3.4896,1. The West (OECD),0.0132039613355993,SWE,1764
Sweden,SE,SWE,2019,3.38758,1. The West (OECD),0.0253712710404297,SWE,1802
Sweden,SE,SWE,2018,3.32106,1. The West (OECD),0.0261727179380502,SWE,1838
Sweden,SE,SWE,2017,3.36279,1. The West (OECD),0.00997779201287988,SWE,1992
Sweden,SE,SWE,2016,3.24736,1. The West (OECD),0.00769340484074064,SWE,2032
Sweden,SE,SWE,2015,3.21903,1. The West (OECD),0.00960496894959815,SWE,2038
Sweden,SE,SWE,2014,3.10184,1. The West (OECD),0.0174025911395759,SWE,1984
Sweden,SE,SWE,2013,3.26042,1. The West (OECD),0.020164251116792,SWE,2332
Sweden,SE,SWE,2012,3.23025,1. The West (OECD),0.026228031109986,SWE,2288
Sweden,SE,SWE,2011,3.18702,1. The West (OECD),0.0295942454553409,SWE,2004
Sweden,SE,SWE,2010,3.16789,1. The West (OECD),0.0203671152425583,SWE,2196
Sweden,SE,SWE,2009,3.39528,1. The West (OECD),0.0167686492033472,SWE,2186
Sweden,SE,SWE,2008,3.46999,1. The West (OECD),0.0182062873540388,SWE,2549
Sweden,SE,SWE,2007,3.23383,1. The West (OECD),0.010650077737385,SWE,2527
Sweden,SE,SWE,2006,3.475,1. The West (OECD),0.00695268926167058,SWE,2446
Sweden,SE,SWE,2005,3.35958,1. The West (OECD),0.00451845572642441,SWE,2522
Sweden,SE,SWE,2004,3.36129,1. The West (OECD),0.00272035256561386,SWE,2768
Sweden,SE,SWE,2003,3.57948,1. The West (OECD),0.00178996795016745,SWE,3025
Sweden,SE,SWE,2001,3.8738,1. The West (OECD),8.5517863498841e-4,SWE,3926
Switzerland,CH,CHE,2021,3.30645,1. The West (OECD),5.1229005787123e-4,CHE,1288
Switzerland,CH,CHE,2019,3.1968,1. The West (OECD),4.4479482175743e-4,CHE,1369
Switzerland,CH,CHE,2017,3.07698,1. The West (OECD),1.785775350507e-4,CHE,1337
Switzerland,CH,CHE,2015,3.07832,1. The West (OECD),1.2506411150476e-4,CHE,1477
Switzerland,CH,CHE,2012,2.87457,1. The West (OECD),4.1631875053804e-4,CHE,1480
Switzerland,CH,CHE,2008,2.65296,1. The West (OECD),9.6001372771958e-4,CHE,1594
Switzerland,CH,CHE,2004,2.60818,1. The West (OECD),1.8526923656489e-4,CHE,1742
Switzerland,CH,CHE,2000,2.26386,1. The West (OECD),0,CHE,2083
Syrian Arab Republic,SY,SYR,2015,0.01942,4. Fragile States,1.97169808202096,SYR,198
Tunisia,TN,TUN,2019,0.74658,3. Emerging Economies,1.66141181151334,NA,NA
Tunisia,TN,TUN,2018,0.71645,3. Emerging Economies,1.99021548871455,TUN,180
Tunisia,TN,TUN,2017,0.69954,3. Emerging Economies,1.48811485046411,TUN,172
Tunisia,TN,TUN,2016,0.56539,3. Emerging Economies,1.266744868786,TUN,235
Tunisia,TN,TUN,2015,0.59413,3. Emerging Economies,1.62596299660366,TUN,180
Tunisia,TN,TUN,2014,0.61988,3. Emerging Economies,3.35507824664457,TUN,142
Tunisia,TN,TUN,2013,0.637,3. Emerging Economies,4.28421078126965,TUN,112
Tunisia,TN,TUN,2012,0.64937,3. Emerging Economies,5.06594682844413,TUN,150
Tunisia,TN,TUN,2011,0.67458,3. Emerging Economies,5.01344964105154,TUN,137
Tunisia,TN,TUN,2010,0.65806,3. Emerging Economies,4.12711827435362,TUN,113
Tunisia,TN,TUN,2009,0.70644,3. Emerging Economies,3.44832785220984,TUN,105
Tunisia,TN,TUN,2008,0.63933,3. Emerging Economies,5.93514843614258,TUN,76
Tunisia,TN,TUN,2007,0.6654,3. Emerging Economies,5.51629477963382,TUN,76
Tunisia,TN,TUN,2006,0.67729,3. Emerging Economies,4.1077575724331,TUN,77
Tunisia,TN,TUN,2005,0.71195,3. Emerging Economies,3.79249223607583,TUN,56
Tunisia,TN,TUN,2004,0.73095,3. Emerging Economies,2.60869066831261,TUN,46
Tunisia,TN,TUN,2003,0.65044,3. Emerging Economies,2.11725730006367,TUN,35
Tunisia,TN,TUN,2002,0.54302,3. Emerging Economies,2.3626975077068,TUN,45
Turkiye,TR,TUR,2021,1.40209,3. Emerging Economies,0.13797082409881,TUR,8234
Turkiye,TR,TUR,2020,1.36748,3. Emerging Economies,0.0612400945022421,TUR,7920
Turkiye,TR,TUR,2019,1.3196,3. Emerging Economies,0.102518297949539,TUR,7871
Turkiye,TR,TUR,2018,1.27093,3. Emerging Economies,0.108111878645291,TUR,7156
Turkiye,TR,TUR,2017,1.17632,3. Emerging Economies,0.0537573237557546,TUR,8175
Turkiye,TR,TUR,2016,1.11979,3. Emerging Economies,0.0349237617230731,TUR,6230
Turkiye,TR,TUR,2015,0.96732,3. Emerging Economies,0.0446861002184748,TUR,5352
Turkiye,TR,TUR,2014,0.8564,3. Emerging Economies,0.0944984501615984,TUR,4766
Turkiye,TR,TUR,2013,0.81206,3. Emerging Economies,0.0974218835401561,TUR,4392
Turkiye,TR,TUR,2012,0.82595,3. Emerging Economies,0.111617756938834,TUR,4434
Turkiye,TR,TUR,2011,0.79393,3. Emerging Economies,0.123984127335917,TUR,3885
Turkiye,TR,TUR,2010,0.79369,3. Emerging Economies,0.0855344494299421,TUR,3180
Turkiye,TR,TUR,2009,0.80362,3. Emerging Economies,0.0864578771745911,TUR,2555
Turkiye,TR,TUR,2008,0.68741,3. Emerging Economies,0.122000589848402,TUR,2221
Turkiye,TR,TUR,2007,0.68616,3. Emerging Economies,0.0869115725998382,TUR,1810
Turkiye,TR,TUR,2006,0.55292,3. Emerging Economies,0.0976756856490614,TUR,1072
Turkiye,TR,TUR,2005,0.56381,3. Emerging Economies,0.098246344839956,TUR,928
Turkiye,TR,TUR,2004,0.49713,3. Emerging Economies,0.0808804569350874,TUR,682
Turkiye,TR,TUR,2003,0.46532,3. Emerging Economies,0.0807835887459959,TUR,489
Turkiye,TR,TUR,2002,0.50904,3. Emerging Economies,0.0924058667871047,TUR,414
Turkiye,TR,TUR,2001,0.52247,3. Emerging Economies,0.109672292151506,TUR,337
Turkiye,TR,TUR,2000,0.46558,3. Emerging Economies,0.119531436272842,TUR,277
United Arab Emirates,AE,ARE,2021,1.49469,2. Rentier States (Gulf),15.6730945329946,ARE,69
United Arab Emirates,AE,ARE,2020,1.48831,2. Rentier States (Gulf),10.4940977026696,ARE,39
United Arab Emirates,AE,ARE,2019,1.31065,2. Rentier States (Gulf),15.681591549088,ARE,55
United Arab Emirates,AE,ARE,2018,1.26389,2. Rentier States (Gulf),17.0989945007163,ARE,57
United Arab Emirates,AE,ARE,2016,0.9318,2. Rentier States (Gulf),11.0807563620506,ARE,57
United Arab Emirates,AE,ARE,2015,0.8657,2. Rentier States (Gulf),13.1025344354216,ARE,35
United Arab Emirates,AE,ARE,2014,0.67523,2. Rentier States (Gulf),22.9458647037024,ARE,29
United Arab Emirates,AE,ARE,2011,0.47252,2. Rentier States (Gulf),28.5990789001782,ARE,33
United Kingdom,GB,GBR,2021,2.89711,1. The West (OECD),0.416142083269318,GBR,11592
United Kingdom,GB,GBR,2020,2.93883,1. The West (OECD),0.240228124941138,GBR,11990
United Kingdom,GB,GBR,2019,2.6708,1. The West (OECD),0.457125858504922,GBR,12061
United Kingdom,GB,GBR,2018,2.71124,1. The West (OECD),0.495559267583983,GBR,12865
United Kingdom,GB,GBR,2017,2.32602,1. The West (OECD),0.306336104823879,GBR,13301
United Kingdom,GB,GBR,2016,2.32052,1. The West (OECD),0.205683569636128,GBR,13876
United Kingdom,GB,GBR,2015,2.27566,1. The West (OECD),0.240246459981823,GBR,14867
United Kingdom,GB,GBR,2014,2.26488,1. The West (OECD),0.450978748469466,GBR,15196
United Kingdom,GB,GBR,2013,1.62096,1. The West (OECD),0.535996112164923,GBR,14972
United Kingdom,GB,GBR,2012,1.57587,1. The West (OECD),0.656341548365418,GBR,15370
United Kingdom,GB,GBR,2011,1.64681,1. The West (OECD),0.82160437614263,GBR,15343
United Kingdom,GB,GBR,2010,1.63886,1. The West (OECD),0.639286356112083,GBR,15490
United Kingdom,GB,GBR,2009,1.66991,1. The West (OECD),0.61738163928542,GBR,15985
United Kingdom,GB,GBR,2008,1.60901,1. The West (OECD),0.996222101169364,GBR,16523
United Kingdom,GB,GBR,2007,1.6183,1. The West (OECD),0.6818533676487,GBR,17375
United Kingdom,GB,GBR,2006,1.57626,1. The West (OECD),0.708171759768897,GBR,17484
United Kingdom,GB,GBR,2005,1.55004,1. The West (OECD),0.720225579643724,GBR,17833
United Kingdom,GB,GBR,2004,1.53089,1. The West (OECD),0.575171956513235,GBR,19178
United Kingdom,GB,GBR,2003,1.58131,1. The West (OECD),0.559752287291694,GBR,20426
United Kingdom,GB,GBR,2002,1.61383,1. The West (OECD),0.59707481885464,GBR,20624
United Kingdom,GB,GBR,2001,1.59545,1. The West (OECD),0.623069756321262,GBR,21423
United Kingdom,GB,GBR,2000,1.60963,1. The West (OECD),0.899607457881131,GBR,22050
United States,US,USA,2021,3.48313,1. The West (OECD),0.61148265568772,USA,262244
United States,US,USA,2020,3.42467,1. The West (OECD),0.187625106322478,USA,269586
United States,US,USA,2019,3.14704,1. The West (OECD),0.368544560120872,USA,285113
United States,US,USA,2018,2.99045,1. The West (OECD),0.319247607054063,USA,285095
United States,US,USA,2017,2.88357,1. The West (OECD),0.162525850896316,USA,293904
United States,US,USA,2016,2.83676,1. The West (OECD),0.0922955001311894,USA,295327
United States,US,USA,2015,2.77328,1. The West (OECD),0.00752518064782254,USA,288335
United States,US,USA,2014,2.70881,1. The West (OECD),0.292226566231044,USA,285096
United States,US,USA,2013,2.69592,1. The West (OECD),0.305650080049118,USA,287831
United States,US,USA,2012,2.67273,1. The West (OECD),0.205925846170308,USA,268782
United States,US,USA,2011,2.73803,1. The West (OECD),0.370845235110237,USA,247750
United States,US,USA,2010,2.71444,1. The West (OECD),0.293762700279441,USA,241977
United States,US,USA,2009,2.79181,1. The West (OECD),0.259640404387642,USA,224912
United States,US,USA,2008,2.74481,1. The West (OECD),0.521498895801413,USA,231588
United States,US,USA,2007,2.61516,1. The West (OECD),0.356897499234572,USA,241347
United States,US,USA,2006,2.54545,1. The West (OECD),0.349464272960025,USA,221784
United States,US,USA,2005,2.50193,1. The West (OECD),0.350823193456479,USA,207867
United States,US,USA,2004,2.48686,1. The West (OECD),0.283170634743015,USA,189536
United States,US,USA,2003,2.55015,1. The West (OECD),0.211788525599514,USA,188941
United States,US,USA,2002,2.54745,1. The West (OECD),0.172817088546724,USA,184245
United States,US,USA,2001,2.63715,1. The West (OECD),0.16943295765488,USA,177513
United States,US,USA,2000,2.61983,1. The West (OECD),0.307551276869583,USA,164795
